date,hour,am/pm,burnside_snowdepth_cm,burnside_SWE_mm,leavittlk_snowdepth_cm,leavittil_SWE_mm,leavittmdw_snowdepth_cm,leavittmdw_SWE_mm,squaw _snowdepth_cm,squaw_SWE_mm
4/20/2019 0:00,6:00:00,PM,216,996,488,2258,61,310,282,1679
4/20/2019 0:00,7:00:00,PM,216,996,488,2263,61,305,282,1676
4/20/2019 0:00,8:00:00,PM,216,993,488,2263,61,305,282,1674
4/20/2019 0:00,9:00:00,PM,216,993,488,2258,61,300,282,1671
4/20/2019 0:00,10:00:00,PM,216,993,488,2258,61,300,282,1669
4/20/2019 0:00,11:00:00,PM,216,996,488,2261,61,302,282,1669
4/21/2019 0:00,12:00:00,AM,216,1003,488,2164,61,305,282,1646
4/21/2019 0:00,1:00:00,AM,216,998,488,2261,61,310,282,1664
4/21/2019 0:00,2:00:00,AM,216,1001,488,2261,61,312,282,1661
4/21/2019 0:00,3:00:00,AM,216,1001,488,2261,61,312,282,1656
4/21/2019 0:00,4:00:00,AM,216,1003,488,2258,64,315,282,1651
4/21/2019 0:00,5:00:00,AM,216,1003,488,2258,64,318,282,1648
4/21/2019 0:00,6:00:00,AM,216,1003,488,2253,61,318,282,1648
4/21/2019 0:00,7:00:00,AM,213,1001,485,2250,58,310,279,1648
4/21/2019 0:00,8:00:00,AM,213,991,483,2250,56,292,279,1651
4/21/2019 0:00,9:00:00,AM,213,980,485,2250,56,282,277,1651
4/21/2019 0:00,10:00:00,AM,213,983,483,2245,56,282,277,1651
4/21/2019 0:00,11:00:00,AM,211,988,485,2245,56,284,274,1651
4/21/2019 0:00,12:00:00,PM,211,988,485,2245,53,284,277,1654
4/21/2019 0:00,1:00:00,PM,211,988,483,2248,56,284,277,1654
4/21/2019 0:00,2:00:00,PM,208,986,483,2245,53,282,277,1654
4/21/2019 0:00,3:00:00,PM,208,986,483,2248,53,279,274,1654
4/21/2019 0:00,4:00:00,PM,208,983,483,2248,56,274,274,1654
4/21/2019 0:00,5:00:00,PM,208,983,485,2248,56,274,277,1654
4/21/2019 0:00,6:00:00,PM,211,983,485,2245,56,272,277,1651
4/21/2019 0:00,7:00:00,PM,211,986,485,2245,58,267,279,1651
4/21/2019 0:00,8:00:00,PM,211,988,485,2245,58,267,279,1648
4/21/2019 0:00,9:00:00,PM,211,991,485,2245,58,267,279,1643
4/21/2019 0:00,10:00:00,PM,211,993,485,2245,58,272,279,1643
4/21/2019 0:00,11:00:00,PM,211,996,485,2243,58,272,279,1643
4/22/2019 0:00,12:00:00,AM,211,998,485,2164,58,277,279,1643
4/22/2019 0:00,1:00:00,AM,211,998,485,2243,58,282,279,1641
4/22/2019 0:00,2:00:00,AM,211,1001,485,2248,58,284,279,1641
4/22/2019 0:00,3:00:00,AM,211,1001,485,2248,58,287,279,1638
4/22/2019 0:00,4:00:00,AM,211,1001,485,2245,58,287,279,1636
4/22/2019 0:00,5:00:00,AM,211,1001,485,2243,58,287,279,1633
4/22/2019 0:00,6:00:00,AM,211,1001,485,2240,58,284,277,1631
4/22/2019 0:00,7:00:00,AM,208,993,483,2238,53,279,277,1631
4/22/2019 0:00,8:00:00,AM,208,975,483,2235,53,269,274,1631
4/22/2019 0:00,9:00:00,AM,208,958,483,2235,51,267,274,1633
4/22/2019 0:00,10:00:00,AM,208,963,483,2233,53,267,272,1633
4/22/2019 0:00,11:00:00,AM,203,973,483,2233,51,267,274,1633
4/22/2019 0:00,12:00:00,PM,206,973,483,2233,51,264,272,1636
4/22/2019 0:00,1:00:00,PM,203,973,483,2230,53,259,272,1636
4/22/2019 0:00,2:00:00,PM,203,973,480,2233,51,257,269,1636
4/22/2019 0:00,3:00:00,PM,206,970,480,2235,48,254,269,1636
4/22/2019 0:00,4:00:00,PM,203,970,480,2233,46,249,269,1636
4/22/2019 0:00,5:00:00,PM,203,970,480,2233,51,246,269,1636
4/22/2019 0:00,6:00:00,PM,206,975,480,2235,51,244,272,1633
4/22/2019 0:00,7:00:00,PM,208,978,480,2238,53,244,272,1633
4/22/2019 0:00,8:00:00,PM,208,980,480,2233,51,239,272,1636
4/22/2019 0:00,9:00:00,PM,206,980,480,2233,53,239,274,1636
4/22/2019 0:00,10:00:00,PM,206,983,480,2233,53,241,274,1641
4/22/2019 0:00,11:00:00,PM,206,986,480,2233,53,241,272,1643
4/23/2019 0:00,12:00:00,AM,208,991,480,2164,53,241,272,1643
4/23/2019 0:00,1:00:00,AM,208,993,480,2233,53,241,269,1643
4/23/2019 0:00,2:00:00,AM,208,993,480,2235,51,246,272,1641
4/23/2019 0:00,3:00:00,AM,208,993,480,2240,53,246,272,1638
4/23/2019 0:00,4:00:00,AM,208,991,480,2243,53,249,272,1636
4/23/2019 0:00,5:00:00,AM,208,988,480,2243,53,249,272,1633
4/23/2019 0:00,6:00:00,AM,206,986,480,2240,53,246,272,1633
4/23/2019 0:00,7:00:00,AM,203,978,478,2240,48,246,269,1633
4/23/2019 0:00,8:00:00,AM,203,947,478,2240,48,246,269,1631
4/23/2019 0:00,9:00:00,AM,203,942,478,2238,48,246,269,1631
4/23/2019 0:00,10:00:00,AM,203,955,478,2238,48,244,267,1628
4/23/2019 0:00,11:00:00,AM,201,960,478,2240,48,241,267,1628
4/23/2019 0:00,12:00:00,PM,201,960,475,2243,46,239,267,1626
4/23/2019 0:00,1:00:00,PM,201,958,472,2243,43,234,264,1626
4/23/2019 0:00,2:00:00,PM,198,955,472,2243,43,229,262,1626
4/23/2019 0:00,3:00:00,PM,198,955,472,2245,41,224,262,1626
4/23/2019 0:00,4:00:00,PM,198,960,472,2248,38,218,259,1623
4/23/2019 0:00,5:00:00,PM,196,963,472,2250,46,216,259,1623
4/23/2019 0:00,6:00:00,PM,198,965,472,2250,46,213,267,1623
4/23/2019 0:00,7:00:00,PM,201,968,475,2253,46,211,267,1626
4/23/2019 0:00,8:00:00,PM,203,970,475,2253,46,208,267,1631
4/23/2019 0:00,9:00:00,PM,203,970,472,2253,48,208,267,1636
4/23/2019 0:00,10:00:00,PM,203,970,475,2258,46,208,267,1638
4/23/2019 0:00,11:00:00,PM,203,970,475,2261,46,208,267,1641
4/24/2019 0:00,12:00:00,AM,203,970,472,2164,48,208,269,1638
4/24/2019 0:00,1:00:00,AM,203,970,472,2273,46,211,269,1638
4/24/2019 0:00,2:00:00,AM,203,970,475,2281,48,211,269,1633
4/24/2019 0:00,3:00:00,AM,201,970,475,2286,48,213,267,1633
4/24/2019 0:00,4:00:00,AM,201,970,475,2291,46,213,267,1631
4/24/2019 0:00,5:00:00,AM,201,970,472,2296,46,213,267,1626
4/24/2019 0:00,6:00:00,AM,198,968,472,2296,46,213,267,1623
4/24/2019 0:00,7:00:00,AM,198,960,467,2296,41,213,264,1623
4/24/2019 0:00,8:00:00,AM,198,942,465,2296,43,211,262,1618
4/24/2019 0:00,9:00:00,AM,198,942,467,2299,41,211,262,1615
4/24/2019 0:00,10:00:00,AM,198,950,465,2301,38,208,262,1613
4/24/2019 0:00,11:00:00,AM,196,950,467,2304,41,208,262,1613
4/24/2019 0:00,12:00:00,PM,193,947,467,2306,38,203,262,1610
4/24/2019 0:00,1:00:00,PM,193,945,467,2311,38,198,259,1610
4/24/2019 0:00,2:00:00,PM,193,942,465,2311,38,193,262,1610
4/24/2019 0:00,3:00:00,PM,193,945,465,2319,36,188,259,1608
4/24/2019 0:00,4:00:00,PM,193,950,465,2322,36,185,259,1605
4/24/2019 0:00,5:00:00,PM,190,952,465,2324,38,183,259,1605
4/24/2019 0:00,6:00:00,PM,193,958,467,2329,41,180,262,1613
4/24/2019 0:00,7:00:00,PM,196,958,467,2329,38,178,262,1623
4/24/2019 0:00,8:00:00,PM,196,958,465,2332,41,178,262,1631
4/24/2019 0:00,9:00:00,PM,196,955,465,2334,41,175,262,1633
4/24/2019 0:00,10:00:00,PM,196,955,467,2337,41,175,262,1633
4/24/2019 0:00,11:00:00,PM,196,955,467,2342,41,178,262,1628
4/25/2019 0:00,12:00:00,AM,196,955,467,2164,41,178,262,1623
4/25/2019 0:00,1:00:00,AM,196,958,467,2355,41,178,262,1621
4/25/2019 0:00,2:00:00,AM,198,958,467,2360,41,180,262,1613
4/25/2019 0:00,3:00:00,AM,196,955,467,2362,41,180,262,1608
4/25/2019 0:00,4:00:00,AM,198,955,467,2365,43,180,262,1603
4/25/2019 0:00,5:00:00,AM,196,952,467,2370,43,180,262,1598
4/25/2019 0:00,6:00:00,AM,196,947,467,2372,41,180,259,1593
4/25/2019 0:00,7:00:00,AM,190,945,462,2367,36,178,257,1588
4/25/2019 0:00,8:00:00,AM,193,922,462,2367,33,175,257,1582
4/25/2019 0:00,9:00:00,AM,190,922,462,2370,33,175,251,1577
4/25/2019 0:00,10:00:00,AM,188,932,462,2367,36,175,254,1575
4/25/2019 0:00,11:00:00,AM,188,932,460,2370,33,170,254,1572
4/25/2019 0:00,12:00:00,PM,188,930,457,2375,30,168,254,1570
4/25/2019 0:00,1:00:00,PM,188,930,457,2372,30,163,254,1570
4/25/2019 0:00,2:00:00,PM,188,927,460,2375,28,155,254,1567
4/25/2019 0:00,3:00:00,PM,188,930,457,2380,28,152,254,1565
4/25/2019 0:00,4:00:00,PM,188,932,457,2380,25,147,249,1560
4/25/2019 0:00,5:00:00,PM,188,932,460,2383,30,145,251,1565
4/25/2019 0:00,6:00:00,PM,188,932,460,2383,33,142,251,1570
4/25/2019 0:00,7:00:00,PM,188,932,460,2385,30,142,254,1575
4/25/2019 0:00,8:00:00,PM,190,930,460,2385,33,140,254,1577
4/25/2019 0:00,9:00:00,PM,190,930,460,2385,33,140,254,1580
4/25/2019 0:00,10:00:00,PM,190,930,460,2385,33,140,254,1577
4/25/2019 0:00,11:00:00,PM,193,932,460,2388,33,142,254,1572
4/26/2019 0:00,12:00:00,AM,190,932,460,2164,33,142,254,1567
4/26/2019 0:00,1:00:00,AM,190,930,460,2393,33,142,251,1562
4/26/2019 0:00,2:00:00,AM,190,930,460,2395,33,145,254,1554
4/26/2019 0:00,3:00:00,AM,185,927,460,2398,33,145,254,1549
4/26/2019 0:00,4:00:00,AM,188,930,460,2400,33,145,254,1542
4/26/2019 0:00,5:00:00,AM,190,932,460,2400,33,142,254,1537
4/26/2019 0:00,6:00:00,AM,188,935,460,2400,33,142,254,1532
4/26/2019 0:00,7:00:00,AM,190,925,457,2398,28,140,251,1527
4/26/2019 0:00,8:00:00,AM,188,909,455,2395,28,140,251,1521
4/26/2019 0:00,9:00:00,AM,188,907,457,2395,30,140,249,1519
4/26/2019 0:00,10:00:00,AM,188,914,457,2395,28,137,249,1516
4/26/2019 0:00,11:00:00,AM,185,914,457,2395,28,132,249,1509
4/26/2019 0:00,12:00:00,PM,185,912,455,2398,25,127,246,1509
4/26/2019 0:00,1:00:00,PM,185,909,452,2398,25,122,246,1509
4/26/2019 0:00,2:00:00,PM,183,909,452,2395,23,114,246,1504
4/26/2019 0:00,3:00:00,PM,183,909,452,2400,23,109,244,1501
4/26/2019 0:00,4:00:00,PM,183,912,452,2400,20,104,244,1499
4/26/2019 0:00,5:00:00,PM,183,912,452,2398,20,102,244,1501
4/26/2019 0:00,6:00:00,PM,183,912,455,2395,23,102,244,1504
4/26/2019 0:00,7:00:00,PM,185,912,452,2395,23,102,246,1506
4/26/2019 0:00,8:00:00,PM,185,909,455,2390,23,102,246,1506
4/26/2019 0:00,9:00:00,PM,188,912,455,2390,23,99,244,1504
4/26/2019 0:00,10:00:00,PM,188,912,455,2390,25,99,246,1501
4/26/2019 0:00,11:00:00,PM,188,914,455,2390,25,102,246,1499
4/27/2019 0:00,12:00:00,AM,188,919,455,2162,25,102,246,1494
4/27/2019 0:00,1:00:00,AM,188,922,455,2395,25,102,249,1491
4/27/2019 0:00,2:00:00,AM,188,925,455,2395,25,104,246,1486
4/27/2019 0:00,3:00:00,AM,185,925,455,2398,25,104,246,1481
4/27/2019 0:00,4:00:00,AM,185,919,455,2398,25,107,246,1478
4/27/2019 0:00,5:00:00,AM,188,917,455,2398,25,107,246,1473
4/27/2019 0:00,6:00:00,AM,185,914,452,2395,25,107,246,1468
4/27/2019 0:00,7:00:00,AM,185,899,450,2393,20,102,244,1466
4/27/2019 0:00,8:00:00,AM,183,874,452,2390,20,99,241,1460
4/27/2019 0:00,9:00:00,AM,183,879,452,2390,20,99,241,1458
4/27/2019 0:00,10:00:00,AM,180,889,450,2385,20,97,241,1455
4/27/2019 0:00,11:00:00,AM,180,889,450,2385,20,91,241,1453
4/27/2019 0:00,12:00:00,PM,180,889,447,2385,18,84,241,1453
4/27/2019 0:00,1:00:00,PM,180,889,447,2385,18,79,241,1453
4/27/2019 0:00,2:00:00,PM,178,886,447,2385,15,74,239,1450
4/27/2019 0:00,3:00:00,PM,175,886,447,2385,13,69,236,1448
4/27/2019 0:00,4:00:00,PM,178,886,450,2388,13,66,239,1445
4/27/2019 0:00,5:00:00,PM,178,889,447,2383,15,64,239,1445
4/27/2019 0:00,6:00:00,PM,178,892,447,2383,18,64,239,1445
4/27/2019 0:00,7:00:00,PM,180,892,447,2380,18,61,241,1448
4/27/2019 0:00,8:00:00,PM,180,892,447,2372,18,61,241,1448
4/27/2019 0:00,9:00:00,PM,183,892,450,2367,18,61,241,1448
4/27/2019 0:00,10:00:00,PM,180,892,450,2362,18,64,241,1445
4/27/2019 0:00,11:00:00,PM,180,892,450,2360,18,64,241,1443
4/28/2019 0:00,12:00:00,AM,180,892,450,2159,18,64,241,1440
4/28/2019 0:00,1:00:00,AM,180,892,450,2355,18,64,241,1435
4/28/2019 0:00,2:00:00,AM,180,892,450,2355,18,64,241,1433
4/28/2019 0:00,3:00:00,AM,180,889,450,2352,18,64,241,1430
4/28/2019 0:00,4:00:00,AM,180,889,450,2350,18,64,241,1425
4/28/2019 0:00,5:00:00,AM,180,889,450,2347,18,64,241,1420
4/28/2019 0:00,6:00:00,AM,180,886,450,2342,18,64,241,1417
4/28/2019 0:00,7:00:00,AM,178,874,447,2337,15,61,239,1417
4/28/2019 0:00,8:00:00,AM,178,861,444,2329,13,61,236,1407
4/28/2019 0:00,9:00:00,AM,178,861,444,2329,13,61,236,1410
4/28/2019 0:00,10:00:00,AM,175,861,444,2327,10,56,234,1407
4/28/2019 0:00,11:00:00,AM,175,866,444,2324,10,51,234,1405
4/28/2019 0:00,12:00:00,PM,175,864,442,2324,8,46,234,1405
4/28/2019 0:00,1:00:00,PM,175,864,442,2324,5,43,236,1405
4/28/2019 0:00,2:00:00,PM,173,861,442,2324,5,38,231,1402
4/28/2019 0:00,3:00:00,PM,173,861,442,2324,3,33,234,1402
4/28/2019 0:00,4:00:00,PM,173,861,442,2324,3,28,234,1402
4/28/2019 0:00,5:00:00,PM,173,864,439,2322,8,28,231,1400
4/28/2019 0:00,6:00:00,PM,173,864,444,2319,5,28,234,1397
4/28/2019 0:00,7:00:00,PM,175,864,444,2316,5,28,236,1394
4/28/2019 0:00,8:00:00,PM,178,864,444,2311,8,28,236,1397
4/28/2019 0:00,9:00:00,PM,178,866,444,2306,8,25,234,1394
4/28/2019 0:00,10:00:00,PM,178,866,444,2306,8,25,236,1394
4/28/2019 0:00,11:00:00,PM,175,866,444,2301,8,25,236,1394
4/29/2019 0:00,12:00:00,AM,173,869,444,2154,8,25,236,1389
4/29/2019 0:00,1:00:00,AM,170,866,444,2301,8,25,236,1389
4/29/2019 0:00,2:00:00,AM,173,866,444,2301,8,25,236,1387
4/29/2019 0:00,3:00:00,AM,173,864,444,2296,8,25,236,1387
4/29/2019 0:00,4:00:00,AM,173,864,444,2296,8,25,236,1384
4/29/2019 0:00,5:00:00,AM,173,861,444,2291,8,25,236,1382
4/29/2019 0:00,6:00:00,AM,,861,444,2283,8,25,234,1382
4/29/2019 0:00,7:00:00,AM,173,856,442,2273,3,33,234,1384
4/29/2019 0:00,8:00:00,AM,173,836,442,2271,3,30,234,1377
4/29/2019 0:00,9:00:00,AM,170,831,442,2266,3,25,231,1377
4/29/2019 0:00,10:00:00,AM,170,833,439,2261,3,20,231,1377
4/29/2019 0:00,11:00:00,AM,168,841,437,2256,0,18,231,1377
4/29/2019 0:00,12:00:00,PM,168,843,439,2253,0,13,231,1377
4/29/2019 0:00,1:00:00,PM,170,841,437,2253,0,8,231,1377
4/29/2019 0:00,2:00:00,PM,168,838,437,2250,0,5,229,1374
4/29/2019 0:00,3:00:00,PM,168,838,439,2248,-3,0,229,1374
4/29/2019 0:00,4:00:00,PM,168,838,439,2245,-3,0,229,1374
4/29/2019 0:00,5:00:00,PM,168,841,439,2240,0,0,231,1372
4/29/2019 0:00,6:00:00,PM,170,841,439,2235,0,0,231,1372
4/29/2019 0:00,7:00:00,PM,170,841,439,2233,3,-3,231,1372
4/29/2019 0:00,8:00:00,PM,170,843,439,2222,3,-3,231,1369
4/29/2019 0:00,9:00:00,PM,170,843,437,2220,3,-3,231,1369
4/29/2019 0:00,10:00:00,PM,170,848,439,2215,0,-3,231,1367
4/29/2019 0:00,11:00:00,PM,170,848,439,2217,0,-3,231,1367
4/30/2019 0:00,12:00:00,AM,170,843,439,2146,0,0,231,1356
4/30/2019 0:00,1:00:00,AM,170,841,437,2215,3,0,231,1364
4/30/2019 0:00,2:00:00,AM,173,838,439,2212,3,-3,231,1364
4/30/2019 0:00,3:00:00,AM,173,833,439,2210,3,0,231,1364
4/30/2019 0:00,4:00:00,AM,170,833,439,2207,3,-3,231,1361
4/30/2019 0:00,5:00:00,AM,170,833,439,2207,3,-3,231,1361
4/30/2019 0:00,6:00:00,AM,170,831,437,2202,3,-3,231,1356
4/30/2019 0:00,7:00:00,AM,170,828,437,2197,0,0,229,1359
4/30/2019 0:00,8:00:00,AM,170,820,437,2189,-3,0,229,1351
4/30/2019 0:00,9:00:00,AM,168,823,434,2184,0,0,229,1351
4/30/2019 0:00,10:00:00,AM,168,826,437,2179,0,-5,231,1351
4/30/2019 0:00,11:00:00,AM,165,826,437,2174,0,-3,229,1346
4/30/2019 0:00,12:00:00,PM,165,826,437,2174,0,0,229,1344
4/30/2019 0:00,1:00:00,PM,165,823,437,2169,0,0,229,1341
4/30/2019 0:00,2:00:00,PM,165,823,437,2167,0,-3,229,1341
4/30/2019 0:00,3:00:00,PM,165,823,437,2162,0,-3,229,1341
4/30/2019 0:00,4:00:00,PM,165,823,437,2162,-3,-3,231,1339
4/30/2019 0:00,5:00:00,PM,165,823,437,2159,0,-3,231,1336
4/30/2019 0:00,6:00:00,PM,165,823,437,2156,0,-3,231,1336
4/30/2019 0:00,7:00:00,PM,168,820,439,2151,0,-3,231,1334
4/30/2019 0:00,8:00:00,PM,168,820,434,2146,0,-3,231,1334
4/30/2019 0:00,9:00:00,PM,165,820,,2144,0,-3,234,1331
4/30/2019 0:00,10:00:00,PM,168,820,,2144,0,-3,231,1331
4/30/2019 0:00,11:00:00,PM,168,820,,2141,0,-3,234,1328
